Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
97E049E3619B5173E0531B96D48E86D3,Netukulimk Contracting Ltd.,Netukulimk Contracting Ltd.,nfl@mfngov.ca,,,,Conne River,Newfoundland And Labrador,P.O. Box 10,C/0 Joeleen Drake,A0H1J0,Netukulimk Contracting as a start-up company has been landscaping digging in culverts spreading gravel digging trenches etc,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3619B5173E0531B96D48E86D3,561730 - Landscaping Services,237990 - Other Heavy and Civil Engineering Construction | 238910 - Site Preparation Contractors | ,5139C - General Heavy Construction | ,
E95C0C4011C01F49A9F33B3BEC046713,Newgen Energy Services Corp.,Newgen Energy Services Corp.,seguin@new-gen.ca,(780)779-5272,(780)396-0331,,Whitecourt,Alberta,5807-51 Ave.,Box 97,T7S1N3,Newgen is a trucking company specializing in oilfield transport of service equipment and matting We also provide bed truck and picker services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=E95C0C4011C01F49A9F33B3BEC046713,484229 - Other Specialized Freight (except Used Goods) Trucking  Local,484231 - Bulk Liquids Trucking  Long Distance | 484239 - Other Specialized Freight (except Used Goods) Trucking  Long Distance | 484110 - General Freight Trucking  Local | 484121 - General Freight Trucking  Long Distance  Truck-Load | 484122 - General Freight Trucking  Long Distance  Less Than Truck-Load | ,V001B - Trucking | ,
6F8B325889A5104591B66A859E9FFD68,NextGen Ventures,NextGen Ventures,jason.robison@icloud.com,4035191107,,,Calgary,Alberta,24 Villosa Ridge Dr,,T3Z1H2,Project management Engineering GIS Consulting Environmental Monitoring Clearing Civil Construction Pipeline Construction Reclamation Abandonment Decommissioning Transportation,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=6F8B325889A5104591B66A859E9FFD68, - ,237120 - Oil and Gas Pipeline and Related Structures Construction | ,5139A - Construction Services  Not Elsewhere Specified | ,
97E049E360E95173E0531B96D48E86D3,Neyaskweyahk Group of Companies Inc.,Neyaskweyahk Group of Companies Inc.,admin@ngcinc.ca,,,http://www.ngcinc.ca,Maskwacis,Alberta,PO Box 1320,,T0C1N0,Neyaskweyak Group of Companies Inc was established on March 14 2013  NGCI is committed to supplying quality products and services to our customers Operational performance will be achieved through the requirements of our quality management ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E360E95173E0531B96D48E86D3,551114 - Head Offices,561490 - Other Business Support Services | ,R019E - Business Services | R019U - Professional Services / Program Research Analysis | R199B - Miscellaneous Business Services | M110A - Property Management - Office Space/Administrative Buildings | ,
97E049E364AC5173E0531B96D48E86D3,NHI,Niiwinawuk Heritage Institute,joetom_nhi@yahoo.ca,,,,Batchawana Bay,Ontario,492 Corbeil Point Rd,,P0S1A0,Indigenous cultural preservation promotion and customized cross cultural training and events,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364AC5173E0531B96D48E86D3,541990 - All Other Professional  Scientific and Technical Services,,R019U - Professional Services / Program Research Analysis | U099C - Educational Services  N.E.S. | U008F - Training Analysis and Design Courses | B302A - Feasibility Studies/Needs Analysis | T018C - Audio and Video | ,
D72D830C96CD6C46BEB02CA5247672C2,Nhwelmen-Lake LP,Nhwelmen-Lake LP,,7782392439,,,Vancouver,British Columbia,980-1200 West 73rd Ave,,V6P6G5,Civil Construction works Mining and aggregates and truckingPlease see our website for more details httpswwwnhwelmenlakecomservices-and-equipment,Above $25,000 CAD (and over $40,000 for services and construction contracts),http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=D72D830C96CD6C46BEB02CA5247672C2, - ,
97E049E363DF5173E0531B96D48E86D3,Ni'Akinde Consortium GP Inc.,Ni'Akinde Consortium GP Inc.,sean.willy@desnedhe.com,,,,Saskatoon,Saskatchewan,600-05  21st St E,,S7K0B3,NiAkinde Consortium GP Inc is a national consortium that is 100 Aboriginal owned It is composed of a progressive and innovative team ready to develop services across a wide range of sectors,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E363DF5173E0531B96D48E86D3,541611 - Administrative Management and General Management Consulting Services,551113 - Holding Companies | ,R019U - Professional Services / Program Research Analysis | E199D - Environmental Services | 5139A - Construction Services  Not Elsewhere Specified | 5129B - Construction of Other Buildings | ,
97E049E3630B5173E0531B96D48E86D3,Nicapan Technologies,Nicapan Technologies,jessesoonias@nicapantech.com,,,,Red Deer,Alberta,4402 35 Ave,,T4N2S2,Nicapan Technologies is an aboriginal owned company that strives to provide the best technical services to client and community,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3630B5173E0531B96D48E86D3,541990 - All Other Professional  Scientific and Technical Services,,5139C - General Heavy Construction | U006C - Technical / Vocational Training | D399A - Miscellaneous Communications Services | U099S - Safety Training Courses | D316B - Telecommunications Network Services | 5164A - Electrical Installations and Major Repairs | 5169D - Other Installation Work | T018C - Audio and Video | ,
2181EBC2D6C0E643A74143EA59B078C9,Nico Ridge Consulting Inc.,Nico Ridge Consulting Inc.,anikal@nicoridge.com,2508772873,,,Burns Lake,British Columbia,PO BOX 17,,V0J1E0,Nico Ridge Consulting Inc offers environmental consulting services including environmental studies water quality GIS services environmental monitoring First Nations communication consulting In addition to environmental consulting NRC ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=2181EBC2D6C0E643A74143EA59B078C9, - ,541620 - Environmental Consulting Services | 541611 - Administrative Management and General Management Consulting Services | ,L099A - Financial and Related Services  N.E.S. | AA415500 - Fisheries (R&D) | R019E - Business Services | D399A - Miscellaneous Communications Services | R199B - Miscellaneous Business Services | E199D - Environmental Services | F010B - Forestry Services  Not Elsewhere Specified | B109A - Other Environmental Studies | T000H - Communication Writing and Editing Services | T003A - Advertising | B103A - Water Quality Studies | L099B - Financial Management | B101A - Environmental Impact Studies | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | T000G - Communication Support Products | B308A - Accounting and Financial Management Studies | AH215000 - Environmental Sciences: Air  Water Pollution and other (R&D) | E103A - Water Quality Support Services | B302A - Feasibility Studies/Needs Analysis | ,
5761ECD9B2A5BE418CE403C860F96021,NIDC Whetung Inc.,NIDC Whetung Inc.,info@nidc.ca,4165258160,,www.nidc.ca,Markham,Ontario,35 Riviera Dr.,Unit 8,L3R8N4,With a vast business scope that includes energy transportation housing construction communications environmental protection and mining NIDC is a key enabler establishing international partnerships in the American continents,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=5761ECD9B2A5BE418CE403C860F96021, - ,416110 - Electrical Wiring and Construction Supplies Wholesaler-Distributors | ,N5995 - Cable  Cord  and Wire Assemblies  Communication Equipment | N7125 - Cabinets  Lockers  Bins and Shelving | N6810 - Chemicals | N7230 - Draperies  Awnings and Shades | N8115 - Boxes  Cartons and Crates | N4940R - Cleaner  Pressure  Solvent-Water | N1550A - Drones  Unmanned Air Vehicle Manufacturers | N6840B - DISINFECTANT | ,
CB737824F89AEE4B8BA70AEA9437763C,Nielsen-Tran Mechanical Inc.,Nielsen-Tran Mechanical Inc.,info@nielsen-tran.com,7053850800,,,Port Sydney,Ontario,135 Stephenson Road 2 East,4-25  south mary lake road,P0B1L0,Nielsen-Tran Mechanical provides General andor Process Mechanical construction and maintenance  services to the Water  Wastewater industry throughout Ontario From small equipment replacements and additions to complete facility construction,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=CB737824F89AEE4B8BA70AEA9437763C, - ,237110 - Water and Sewer Line and Related Structures Construction | ,5139A - Construction Services  Not Elsewhere Specified | 5139C - General Heavy Construction | 5124B - Construction of Commercial Buildings | 5162A - Water Plumbing and Drain Laying Work | 5162C - Plumbing Contractor Services | 5162D - Sewers and Drains | 5136A - Construction for Mining and Manufacturing | ,
97E049E360185173E0531B96D48E86D3,Nifty Swifty Ones Cleaning Services,Nifty Swifty Ones Cleaning Services,niftyswiftyones@hotmail.ca,,,,Kettle And Stony Point Fn,Ontario,9128 Eagle Dr.,,N0N1J1,Cleaning services are available for homesofficescottages  Clean trailers on construction sites,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E360185173E0531B96D48E86D3,561722 - Janitorial Services (except Window Cleaning),,K100A - Cleaning and Maintenance  Janitorial | ,
DE7CACE99D9841438D45BB65F6C44A88,Nigig Contracting,Nigig Contracting,nigigcontracting@gmail.com,8074074717,,,Grassy Narrows,Ontario,General delivery,,P0x1b0,Excavating Heavy machinery,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=DE7CACE99D9841438D45BB65F6C44A88, - ,238910 - Site Preparation Contractors | ,5139C - General Heavy Construction | ,
54BA04D75AE51C4486A1B279F29457FC,Niikaan Studio,Terrence Sutherland,hello@niikaanstudio.ca,7053675997,,www.niikaanstudio.ca,Kapuskasing,Ontario,33 Clark St,,P5N1L3,Niikaan Studio is a Visual Communication Development  Design Studio Niikaan Studio offers Graphic Design Web Design Digital Photography and Business Consulting services to Small and Medium-sized Enterprises SMEs in North East Ontario ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=54BA04D75AE51C4486A1B279F29457FC, - ,541430 - Graphic Design Services | 541920 - Photographic Services | 561920 - Convention and Trade Show Organizers | ,T003A - Advertising | T004B - Events Planning and Management | T005A - Graphic Design Services - including website | ,
97E049E3649E5173E0531B96D48E86D3,Niitsitapi Graham LP,Niitsitapi Graham LP,,,,http://www.siksikaresource.com,Siksika,Alberta,P.O. Box 1520,,T0J3W0,Niitsitapi-Graham LPs principal role is to be Siksika Resource Development Ltds heavy construction business arm permitting the Siksika Nation to capitalize on heavy construction contracting and employment opportunities on major projects within ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3649E5173E0531B96D48E86D3,237990 - Other Heavy and Civil Engineering Construction,,5139C - General Heavy Construction | ,
19507B00DA7CE44682A544EB453A4FB2,Nii’kinaaganaa Trading Co.,Nii’kinaaganaa Trading Co.,niikinaaganaa@niikinaaganaatradingco.com,4038506570,,,Calgary,Alberta,147 Doverthorn Close SE,,T2B2G4,Indigenous made clothing and apparels Specializing in Ribbon Skirts  shirts and other items,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=19507B00DA7CE44682A544EB453A4FB2, - ,,,
97E049E3658A5173E0531B96D48E86D3,Nikaanaganaa Counselling & Learning Centre,Nikaanaganaa Counselling & Learning Centre,nikaanaganaa@gmail.com,,,http://www.trishmeekins.com,Owen Sound,Ontario,897 3rd Ave. E,,N4K2K6,Nikaanaganaa is a sole proprietorship that is owned and operated by Trish Meekins  Trish provides wholistic therapy to her clientelle which includes addressing the spirit emotion thoughts and physical body  Trish also provides Cultural ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3658A5173E0531B96D48E86D3,621390 - Offices of All Other Health Practitioners,611430 - Professional and Management Development Training | ,R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
30C638E083618E4B91A7DF753CCD598B,Nikan Moss Contracting Ltd.,Nikan Moss Contracting Ltd.,nicolecotter@mossdevelopment.ca,7097382018,709-7385616,,Mount Pearl,Newfoundland And Labrador,16 Thomas Byrne Drive,,A1N0A6,General contracting and construction mangement,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=30C638E083618E4B91A7DF753CCD598B,23 - Construction,,5151A - Foundation Work | 5153AB - Roofing  Asphalt and Shingle Services | 5112B - Demolition Work | 5114C - Excavating and Earthmoving Work | 5116A - Scaffolding Work | 5121A - Construction of One and Two Dwelling Buildings | 5122A - Construction of Multi-Dwelling Buildings | 5123B - Construction of Warehouses and Industrial Buildings | 5124B - Construction of Commercial Buildings | 5127B - Construction of Educational Buildings | 5128B - Construction of Health Buildings | 5129B - Construction of Other Buildings | 5153A - Roofing  Siding and Sheet Metal Installation Services | ,
27BA3C7A545FB74895EAF2BFFAD15A23,NIKIK Digital Solutions,NIKIK Digital Solutions,contact@nikik.ca,(306) 420-5334,,https://www.nikik.ca,La Ronge,Saskatchewan,1011 Riese Dr,,S0J1L0,Nikik Digital Solutions is an IT Support and Digital Solutions company based out of La Ronge Saskatchewan on Treaty 6 Territory Our primary services include IT Support and Web Design for businesses and organizations Nikik Digital Solutions ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=27BA3C7A545FB74895EAF2BFFAD15A23, - ,541510 - Computer Systems Design and Related Services | 611420 - Computer Training | 541514 - Computer systems design and related services (except video game design and development) | ,T002GA - Website Communications Consultation and Design | T002GB - Website Content Maintenance and Updating | T002GC - Website Analysis and Evaluation | T005A - Graphic Design Services - including website | D301BBN - Facilities Management Services  Local Area Network | D302AAI - Informatics  Professional and Consulting Services - Network Planning  Design  Implementation  Management  Etc. | JX7025EA - Local Area Networks  Systems and Components - Maintenance | N7025405 - LOCAL AREA NETWORKS  SYSTEMS AND COMPONENTS | D301C - Computer Services  Not Elsewhere Specified | JX7010AD - Computers  Digital Systems  Micro - Repair and Overhaul | N7030165 - COMPUTER SOFTWARE  BUILDING CONSTRUCTION  FACILITY/PROPERTY     MANAGEMENT - OTHER THAN MICROCOMPUTERS | N7030355 - COMPUTER SOFTWARE  RESERVATION SYSTEMS - OTHER THAN             MICROCOMPUTERS | N7030AC - COMPUTER SOFTWARE  BUILDING CONSTRUCTION  FACILITY/PROPERTY     MANAGEMENT - MICROCOMPUTERS ONLY | N7030AG - COMPUTER SOFTWARE OFFICE AUTOMATION DOCUMENT MANAGEMENT MAIL    NETWORKS PUBLISHING SPREADSHEETS TYPESETTING WORD PROCESSING -  MICROCOMPUTERS ONLY | U009B - Computer Assisted Learning | ,
97E049E363625173E0531B96D48E86D3,Nisha Technologies Inc.,Nisha Technologies Inc.,,613-739-7225,,http://www.nishatech.com,Ottawa,Ontario,202-2150 Thurston Dr.,,K1G5T9,Hardware SalesProfessional ServicesSince 1999 Nisha Technologies has been committed to working with you the markets best IMIT professionals Thanks to our large network and strong relationships with clients in numerous industries we are ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E363625173E0531B96D48E86D3,417310 - Computer  Computer Peripheral and Pre-Packaged Software Wholesaler-Distributors,541611 - Administrative Management and General Management Consulting Services | 541619 - Other Management Consulting Services | 541990 - All Other Professional  Scientific and Technical Services | 561320 - Temporary Help Services | ,R019U - Professional Services / Program Research Analysis | D302A - Informatics Professional Services | N7021 - ADP Central Processing Unit (CPU  Computer) Digital | ,
97E049E3646D5173E0531B96D48E86D3,Nisha Technologies Inc. / Contract Community Inc. In Joint Venture,Nisha Technologies Inc. / Contract Community Inc. In Joint Venture,sales@nishatech.com,,,http://www.nishatech.com,Ottawa,Ontario,202-2150 Thurston Dr.,,K1G5T9,Specializing in Information Technology and Senior Non-IT professionals IT Consulting Services and specialty services in project management and project infrastructure solutions Strategic Business Consulting to migrate business processes and ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3646D5173E0531B96D48E86D3,541510 - Computer Systems Design and Related Services,,R019U - Professional Services / Program Research Analysis | D302A - Informatics Professional Services | ,
74CE35D09DC0054092419A6087B3CDB7,Nishkwe Law,Riva J. Farrell Racette - Nishkwe Law,nishkwelaw@icloud.com,3065590323,3065590322,,Regin,Saskatchewan,2525 Pasqua Street,,S4S0M3,Law firm and consulting services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=74CE35D09DC0054092419A6087B3CDB7,54 - Professional  Scientific and Technical Services,541110 - Offices of Lawyers | 541720 - Research and Development in the Social Sciences and Humanities | ,R199X - Adjudication Services | R019U - Professional Services / Program Research Analysis | U099C - Educational Services  N.E.S. | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
97E049E364695173E0531B96D48E86D3,Nisichawayasihk Construction L.P,Nisichawayasihk Construction L.P,sally@nclp.ca,,,,Nelson House,Manitoba,P.O. Box 288,,R0B1A0,No description available,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364695173E0531B96D48E86D3,237310 - Highway  Street and Bridge Construction,237110 - Water and Sewer Line and Related Structures Construction | ,,
97E049E3615B5173E0531B96D48E86D3,Niso Enterprises Ltd.,Niso Enterprises Ltd.,ken.shirt@shaw.ca,,,,Saddle Lake,Alberta,P.O. Box 427,,T0A3T0,Aboriginal owned company involved in residential and commercial framing,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3615B5173E0531B96D48E86D3,236110 - Residential Building Construction,541350 - Building Inspection Services | ,5112B - Demolition Work | 5179F - Building/Installation Special Trade Services  Not Elsewhere Specified | 5139A - Construction Services  Not Elsewhere Specified | 5129B - Construction of Other Buildings | 5169E - Doors and Windows Installation and Repair Services | N5510 - Lumber and Related Basic Wood Material | ,
97E049E360B05173E0531B96D48E86D3,Nisto Consulting Inc,Nisto Consulting Inc,holly.fortier@shaw.ca,,,http://www.nistoconsulting.com,Fort Mackay,Alberta,General delivery,,T0P1C0,HOLLY FORTIER a CreeDene from Ft McKay First Nation Alberta owns a business that specializes in the development and delivery of Indigenous Awareness TrainingsSome of Hollys clients include government agencies non-profit organizations ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E360B05173E0531B96D48E86D3,611690 - All Other Schools and Instruction,,U099C - Educational Services  N.E.S. | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
97E049E35FF85173E0531B96D48E86D3,Nitam Solutions Inc,Nitam Solutions Inc,francois@nitam.ca,613-606-7707,,,Ottawa,Ontario,1125 Newmarket St,,K1B4N4,Sale and services Furniture Office System DesignsFurniture SolutionsLeed Support and GuidanceRemanufacturingProject ManagementInstallation  DeliveryRepair and Warranty,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E35FF85173E0531B96D48E86D3,453210 - Office Supplies and Stationery Stores,,N7520 - Office Devices and Accessories | N7510 - Office Supplies | N7290 - Household and Commercial Furnishings and Appliances  Miscellaneous | ,
97E049E361A95173E0531B96D48E86D3,Nivee Cyber Security Inc.,Nivee Cyber Security Inc.,zach@nivee.ca,,,http://www.nivee.ca,Stoney Creek,Ontario,328 Glover Rd,,L8E5M3,Nivee Cyber Security Inc is an emerging cyber security firm in the Canadian Marketplace that is an Aboriginal owned and operated business The name Nivee means soldierwarrior in our bands language our leadership teams background is from ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361A95173E0531B96D48E86D3,541510 - Computer Systems Design and Related Services,541690 - Other Scientific and Technical Consulting Services | 561621 - Security Systems Services (except Locksmiths) | ,R010A - Internal and External Audits (Supply Arrangement PASS) | R019U - Professional Services / Program Research Analysis | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
97E049E364405173E0531B96D48E86D3,NK'MIP Campground & RV Park L.P.,NK'MIP Campground & RV Park L.P.,info@campingosoyoos.com,,,http://www.campingosoyoos.com,Osoyoos,British Columbia,8000 45 St,,V0H1V6,Welcoming families to Osoyoos since 1970 NKMIP RV Park is one of the South Okanagans largest parks and is perfectly situated on the shores of Osoyoos Lake the warmest lake in Canada at the edge of the Sonora Desert and just minutes from ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364405173E0531B96D48E86D3,721211 - RV (Recreational Vehicle) Parks and Campgrounds,,,
97E049E35F8A5173E0531B96D48E86D3,Nk'mip Desert & Heritage Centre,Nk'mip Desert & Heritage Centre,dbryson@nkmipdesert.com,,,http://www.nkmipdesert.com,Osoyoos,British Columbia,1000 Rancher Creek Rd,,V0H1V6,Come celebrate the uniqueness of an ancient culture with the Okanagan people at the Nkmip Desert  Heritage Centre The centre shares the rich heritage and fragile desert landscapes that the Okanagan people have lived on for a millenia Experience ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E35F8A5173E0531B96D48E86D3,712120 - Historic and Heritage Sites,,,
97E049E365435173E0531B96D48E86D3,Nlaka'pamux Nation Tribal Council,Fraser Thompson Indian Services Society,dabbott@nntc.ca,,,http://www.nntc.ca,Lytton,British Columbia,P.O. Box 430,,V0K1Z0,Natural Resource Management,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E365435173E0531B96D48E86D3,561490 - Other Business Support Services,,F010B - Forestry Services  Not Elsewhere Specified | AA910300 - Agriculture (R&D) | ,
97E049E35FE85173E0531B96D48E86D3,NNDCobalt Mine Services Ltd.,NNDCobalt Mine Services Ltd.,cobalt@cobaltconstruction.ca,,,http://cobaltconstruction.ca,Whitehorse,Yukon,Mile 923.4  Alaska Highway,,Y1A0J9,Heavy Civil Construction Railway Highways Bridges,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E35FE85173E0531B96D48E86D3,237990 - Other Heavy and Civil Engineering Construction,,5131C - Highways  Roads  Railways   Airfield Runways | ,
97E049E361195173E0531B96D48E86D3,Nogha Enterprises Limited,Nogha Enterprises Limited,gm@nogha.com,,,http://www.nogha.com,Fort Simpson,Northwest Territories,P.O. Box 410,,X0E0N0,Nogha Enterprises Limited is the economic development arm of the Liidlii kue First Nation Nogha Enterprises Limited is 100 aboriginal DENE owned,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361195173E0531B96D48E86D3,237310 - Highway  Street and Bridge Construction,236110 - Residential Building Construction | 236220 - Commercial and Institutional Building Construction | 238990 - All Other Specialty Trade Contractors | 541330 - Engineering Services | ,5139C - General Heavy Construction | M110A - Property Management - Office Space/Administrative Buildings | 5139A - Construction Services  Not Elsewhere Specified | ,
97E049E364AD5173E0531B96D48E86D3,Non Stop Towing o/a Douglas & Katrina Almond,Non Stop Towing o/a Douglas & Katrina Almond,dougyzf@hotmail.com,,,,Yellowknife,Northwest Territories,PO Box 1885,,X1A2P4,We provide services for hauling materials transportation and freight services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364AD5173E0531B96D48E86D3,484110 - General Freight Trucking  Local,484121 - General Freight Trucking  Long Distance  Truck-Load | 484122 - General Freight Trucking  Long Distance  Less Than Truck-Load | 484229 - Other Specialized Freight (except Used Goods) Trucking  Local | 484239 - Other Specialized Freight (except Used Goods) Trucking  Long Distance | ,N2320 - Trucks and Truck Tractors  Wheeled | V001A - Freight and Cargo Services | V001B - Trucking | N9110 - Fuels  Solid | 5131C - Highways  Roads  Railways   Airfield Runways | N2330 - Trailers | V401B - Transportation | ,
FC7D44F0124C624EB586A9B899216065,Nooji Geomatics Corp.,Nooji Geomatics Corp.,grmacdonald@shaw.ca,(403) 875-8406,,,Calgary,Alberta,403 Oakdridge Way SW,,T2V1T3,Professional Land Surveyor offering legal construction and any other field surveying requirements both on and off reserve in Alberta  Offering consulting services to First Nations and their Legal Representatives anywhere in Canada on Land ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=FC7D44F0124C624EB586A9B899216065,541370 - Surveying and Mapping (except Geophysical) Services,,T019A - Surveying Services | T019AA - Land Surveying Services | T019D - Survey Services  Interior and Exterior | T019E - Surveying and Mapping Services | ,
91DF16269CCCD74C8A964DB39CE5C227,Noojimo Health,Noojimo Health,admin@noojimohealth.ca,8339703030,,www.noojimohealth.ca,Naughton,Ontario,38 Reserve Rd.,Atikameksheng Anishnawbek,P0M2M0,Noojimo Health is an Indigenous owned operated and staffed virtual mental health counselling clinic Our team of Indigenous counsellors provides individual group and mental health education support to Indigenous people organizations and communities ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=91DF16269CCCD74C8A964DB39CE5C227, - ,624190 - Other Individual and Family Services | 624110 - Child and Youth Services | 611710 - Educational Support Services | ,U099C - Educational Services  N.E.S. | G009D - Health and Allied Services  Not Elsewhere Specified | G103B - Social Rehabilitation Services for Prisoners | G009E - Medical/Dental Clinic Services | ,
97E049E361BC5173E0531B96D48E86D3,Noostel Enviro & Safety Ltd.,Noostel Enviro & Safety Ltd.,mikegouchie@icloud.com,,,,Prince George,British Columbia,4918 Meadowbrook Rd,,V2K4E9,Environmental  Safety Consulting,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361BC5173E0531B96D48E86D3,541620 - Environmental Consulting Services,541690 - Other Scientific and Technical Consulting Services | ,AA415500 - Fisheries (R&D) | E199D - Environmental Services | F010B - Forestry Services  Not Elsewhere Specified | AH215000 - Environmental Sciences: Air  Water Pollution and other (R&D) | E103A - Water Quality Support Services | ,
97E049E3657A5173E0531B96D48E86D3,Noramtec Workforce Solutions Inc.,Noramtec Workforce Solutions Inc.,ken.olausen@noramtecworkforce.com,4032562514,,http://www.noramtecworkforce.com,Calgary,Alberta,204-10601 Southport Rd SW,Southland Court,T2W3M6,Noramtec Workforce Solutions is a Certified Aboriginal Company CAB that provides recruitment and contingent workforce solutions to the Energy Natural Resources Infrastructure Government and Manufacturing industries in Canada,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3657A5173E0531B96D48E86D3,561320 - Temporary Help Services,561310 - Employment Placement Agencies and Executive Search Services | 561330 - Professional Employer Organizations | ,N6810 - Chemicals | R019E - Business Services | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
97E049E3604A5173E0531B96D48E86D3,Norman Fournier Creative,Norman Fournier,normanfournier@hotmail.com,,,http://normanfournier.com,Edmonton,Alberta,13512 60 St NW,,T5A0S8,Art Direction Graphic Design Web Development Integrated Corporate Communications,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3604A5173E0531B96D48E86D3,541430 - Graphic Design Services,541510 - Computer Systems Design and Related Services | ,T000H - Communication Writing and Editing Services | T003A - Advertising | T014A - Publications | T099A - Publishing  Co-Publishing and Support Services - Paper and Electronic Format | T000G - Communication Support Products | T005A - Graphic Design Services - including website | T009B - Motion Picture Production | T018C - Audio and Video | ,
97E049E364C85173E0531B96D48E86D3,Norman Wells Claimant Corporation,Norman Wells Claimant Corporation Limited,coo@nwlc.ca,,,http://www.nwlc.ca,Norman Wells,Northwest Territories,P.O. Box 69,,X0E0V0,The Norman Wells Claimant Corporation NWCC a wholly-owned business subsidiary of the Norman Wells Land Corporation NWLC has holding interests in aviation marina services property commercial and residential oilfield services and ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364C85173E0531B96D48E86D3,551113 - Holding Companies,237210 - Land Subdivision | 541330 - Engineering Services | 562910 - Remediation Services | 713930 - Marinas | ,V201B - Rotary Wing Aircraft - Helicopter Charter | B206A - Energy Studies including Federal Buildings Initiative | R019E - Business Services | 5139D - General Marine Construction Work | U006C - Technical / Vocational Training | 5179I - Other Building Completion and Finishing | U099C - Educational Services  N.E.S. | E199D - Environmental Services | V505A - Storage and Warehousing | B109A - Other Environmental Studies | U099S - Safety Training Courses | K102B - Food Catering Services | 5131C - Highways  Roads  Railways   Airfield Runways | K100A - Cleaning and Maintenance  Janitorial | B103A - Water Quality Studies | M110A - Property Management - Office Space/Administrative Buildings | R123A - Organization Development | B101A - Environmental Impact Studies | T019D - Survey Services  Interior and Exterior | V401B - Transportation | B302A - Feasibility Studies/Needs Analysis | N1520A - Helicopters (Civilian) | ,
